Id,StageName,Amount,Product,Competitor,Account,Vertical
4730,Identify,"$69,868.00","Compliance, XM",SNFCourse,East Grove Home Health Center 3730,HH
4731,Engage,"$28,591.00","Compliance, XM",CareEd,North Haven Home Health Center 3731,HH
4732,Prove,"$22,670.00",Policy Management,MedTeach,Pine Ridge Home Care Center 3732,HC
4733,Identify,"$61,940.00","Learning, Assessments",CareEd,East Springs Assisted Living Center 3733,AL
4734,Engage,"$12,165.00",Learning,InsightsAct,Grand Springs SNF Center 3734,SNF
4735,Identify,"$19,531.00",Policy Management,SNFCourse,River Heights SNF Center 3735,SNF
4736,Closed Lost,"$29,345.00","Learning, Assessments",CareEd,Pine Haven SNF Center 3736,SNF
4737,Closed Lost,"$37,918.00","Learning, Policy Management",SNFCourse,Oak Grove Home Care Center 3737,HC
4738,Identify,"$23,556.00",Learning,SNFCourse,East Heights Assisted Living Center 3738,AL
4739,Identify,"$47,829.00","Learning, XM",InsightsAct,Lake Harbor Assisted Living Center 3739,AL
4740,Engage,"$36,742.00",XM,CareEd,Grand Creek Home Health Center 3740,HH
4741,Identify,"$83,625.00",XM,SNFCourse,East Grove Home Health Center 3741,HH
4742,Closed Won,"$60,868.00",Policy Management,SNFCourse,Pine Valley Assisted Living Center 3742,AL
4743,Closed Won,"$47,725.00","Learning, XM",SNFCourse,South Ridge Assisted Living Center 3743,AL
4744,Prove,"$25,153.00","Learning, Regulation Management, Compliance, XM",CareEd,North Grove Home Care Center 3744,HC
4745,Negotiate,"$8,943.00","Learning, Regulation Management",CareEd,North Valley Home Care Center 3745,HC
4746,Negotiate,"$56,595.00",XM,SNFCourse,North Grove Home Care Center 3746,HC
4747,Prove,"$32,059.00",Policy Management,SNFCourse,Pine Harbor Home Health Center 3747,HH
4748,Closed Lost,"$28,163.00",Learning,SNFCourse,Pine Heights Home Health Center 3748,HH
4749,Prove,"$40,625.00","Learning, Regulation Management, Compliance, XM",SNFCourse,East Haven SNF Center 3749,SNF
4750,Prove,"$15,983.00","Learning, Policy Management",SNFCourse,West Creek Home Health Center 3750,HH
4751,Engage,"$78,280.00","Compliance, XM",CareEd,Lake Springs Assisted Living Center 3751,AL
4752,Identify,"$63,687.00",XM,InsightsAct,East View SNF Center 3752,SNF
4753,Closed Lost,"$11,427.00",Learning,InsightsAct,Grand Grove Home Health Center 3753,HH
4754,Identify,"$30,494.00","Learning, Policy Management",MedTeach,West Grove SNF Center 3754,SNF
4755,Closed Lost,"$47,998.00",Policy Management,SNFCourse,North Springs Home Health Center 3755,HH
4756,Negotiate,"$56,567.00","Learning, Assessments",MedTeach,Pine Harbor Home Care Center 3756,HC
4757,Identify,"$32,607.00","Learning, Regulation Management",MedTeach,North Haven Home Health Center 3757,HH
4758,Identify,"$3,189.00","Compliance, XM",CareEd,Lake Valley Home Care Center 3758,HC
4759,Identify,"$70,347.00",Policy Management,MedTeach,River Point Home Health Center 3759,HH
4760,Engage,"$4,300.00",Policy Management,CareEd,Grand Grove Assisted Living Center 3760,AL
4761,Identify,"$22,973.00","Compliance, XM",MedTeach,West Springs Home Health Center 3761,HH
4762,Closed Won,"$67,610.00",Learning,MedTeach,Lake Haven Home Care Center 3762,HC
4763,Prove,"$12,523.00","Learning, Policy Management",SNFCourse,Grand Valley Assisted Living Center 3763,AL
4764,Closed Won,"$71,686.00","Learning, Assessments",InsightsAct,Pine Haven SNF Center 3764,SNF
4765,Prove,"$35,580.00","Learning, XM",CareEd,East Haven Home Health Center 3765,HH
4766,Engage,"$54,664.00","Learning, XM",MedTeach,Lake View SNF Center 3766,SNF
4767,Engage,"$39,137.00","Learning, XM",MedTeach,Lake Heights Assisted Living Center 3767,AL
4768,Prove,"$5,033.00",Policy Management,MedTeach,West Point Assisted Living Center 3768,AL
4769,Closed Won,"$14,870.00","Learning, Regulation Management, Compliance, XM",InsightsAct,Pine Springs Home Care Center 3769,HC
4770,Identify,"$69,506.00",Learning,InsightsAct,South Heights Home Care Center 3770,HC
4771,Prove,"$75,290.00","Learning, XM",SNFCourse,Lake Valley SNF Center 3771,SNF
4772,Identify,"$37,204.00",Learning,MedTeach,Oak Ridge SNF Center 3772,SNF
4773,Engage,"$45,067.00","Compliance, XM",SNFCourse,South Valley Assisted Living Center 3773,AL
4774,Identify,"$9,728.00","Learning, Policy Management",MedTeach,South Heights SNF Center 3774,SNF
4775,Engage,"$36,682.00","Learning, XM",CareEd,Oak Haven SNF Center 3775,SNF
4776,Closed Won,"$8,494.00","Learning, XM",CareEd,River View Home Care Center 3776,HC
4777,Closed Lost,"$2,511.00","Learning, XM",MedTeach,South Creek SNF Center 3777,SNF
4778,Identify,"$22,534.00",Policy Management,SNFCourse,New Springs SNF Center 3778,SNF
4779,Identify,"$58,513.00",Learning,SNFCourse,Grand Haven SNF Center 3779,SNF
4780,Identify,"$50,422.00","Learning, XM",SNFCourse,Oak Point Home Care Center 3780,HC
4781,Negotiate,"$40,298.00","Learning, Regulation Management",CareEd,Grand Springs Home Health Center 3781,HH
4782,Identify,"$44,339.00",XM,SNFCourse,Pine View Home Health Center 3782,HH
4783,Prove,"$48,463.00","Compliance, XM",CareEd,South Harbor Home Health Center 3783,HH
4784,Prove,"$37,123.00",Learning,CareEd,East Valley Home Care Center 3784,HC
4785,Engage,"$35,592.00","Learning, Assessments",CareEd,South Ridge SNF Center 3785,SNF
4786,Closed Won,"$36,506.00","Learning, Regulation Management",InsightsAct,West Valley Home Health Center 3786,HH
4787,Closed Lost,"$47,695.00",Policy Management,SNFCourse,Pine Valley Home Care Center 3787,HC
4788,Closed Won,"$27,511.00",Learning,MedTeach,Grand Harbor Home Care Center 3788,HC
4789,Prove,"$53,351.00",XM,SNFCourse,Oak Valley Home Health Center 3789,HH
4790,Prove,"$43,062.00",Learning,CareEd,Oak Ridge Assisted Living Center 3790,AL
4791,Identify,"$12,453.00",Learning,CareEd,Grand Ridge Home Care Center 3791,HC
4792,Closed Lost,"$52,917.00","Learning, Regulation Management, Compliance, XM",SNFCourse,North Heights SNF Center 3792,SNF
4793,Prove,"$9,827.00","Learning, Regulation Management, Compliance, XM",InsightsAct,Lake Grove Assisted Living Center 3793,AL
4794,Prove,"$72,945.00",Learning,SNFCourse,North Heights Assisted Living Center 3794,AL
4795,Prove,"$40,172.00",XM,MedTeach,New Grove Home Health Center 3795,HH
4796,Closed Lost,"$29,766.00","Compliance, XM",CareEd,Oak Haven SNF Center 3796,SNF
4797,Prove,"$70,273.00","Compliance, XM",MedTeach,Pine Ridge Assisted Living Center 3797,AL
4798,Prove,"$7,875.00","Learning, XM",CareEd,Grand Haven Home Care Center 3798,HC
4799,Identify,"$22,793.00","Learning, Regulation Management",InsightsAct,West Haven Home Care Center 3799,HC
4800,Closed Won,"$54,835.00","Learning, Assessments",MedTeach,West Point Home Care Center 3800,HC
4801,Closed Lost,"$27,521.00","Learning, Regulation Management",CareEd,Lake Valley SNF Center 3801,SNF
4802,Prove,"$82,538.00","Learning, Regulation Management, Compliance, XM",MedTeach,Grand Point Home Care Center 3802,HC
4803,Identify,"$43,987.00",Policy Management,InsightsAct,New Valley Home Care Center 3803,HC
4804,Engage,"$16,865.00","Learning, XM",SNFCourse,Oak Haven Assisted Living Center 3804,AL
4805,Identify,"$6,854.00","Compliance, XM",InsightsAct,Oak Creek Assisted Living Center 3805,AL
4806,Closed Won,"$6,218.00","Learning, Assessments",CareEd,Pine Valley Assisted Living Center 3806,AL
4807,Identify,"$58,403.00",XM,SNFCourse,Grand Point Home Health Center 3807,HH
4808,Identify,"$35,209.00",Learning,SNFCourse,Grand Heights SNF Center 3808,SNF
4809,Identify,"$74,988.00","Learning, Policy Management",SNFCourse,Oak Valley SNF Center 3809,SNF
4810,Prove,"$54,543.00","Learning, Regulation Management",InsightsAct,East Point SNF Center 3810,SNF
4811,Engage,"$60,235.00",XM,InsightsAct,River Creek Home Care Center 3811,HC
4812,Identify,"$61,308.00","Learning, Assessments",SNFCourse,Oak Grove Home Care Center 3812,HC
4813,Negotiate,"$22,340.00",Learning,CareEd,River Haven Home Health Center 3813,HH
4814,Negotiate,"$78,836.00",Policy Management,InsightsAct,Grand Heights Assisted Living Center 3814,AL
4815,Negotiate,"$82,491.00","Learning, Regulation Management",MedTeach,Pine Heights Home Care Center 3815,HC
4816,Closed Won,"$14,641.00",Learning,SNFCourse,River Grove Assisted Living Center 3816,AL
4817,Prove,"$32,910.00","Learning, Policy Management",MedTeach,Lake Grove Assisted Living Center 3817,AL
4818,Negotiate,"$78,998.00",Learning,CareEd,River Springs Home Care Center 3818,HC
4819,Negotiate,"$62,629.00",Learning,CareEd,New Point SNF Center 3819,SNF
4820,Closed Won,"$16,282.00","Learning, Policy Management",SNFCourse,Pine Springs Home Care Center 3820,HC
4821,Closed Won,"$52,499.00","Learning, XM",SNFCourse,Pine View Home Care Center 3821,HC
4822,Identify,"$53,610.00",Learning,MedTeach,Pine Point SNF Center 3822,SNF
4823,Closed Won,"$59,530.00",Learning,CareEd,Oak Heights Home Care Center 3823,HC
4824,Closed Lost,"$65,456.00",Policy Management,MedTeach,New Valley Home Health Center 3824,HH
4825,Closed Lost,"$66,383.00","Learning, Policy Management",InsightsAct,Grand Point Home Health Center 3825,HH
4826,Negotiate,"$48,246.00","Compliance, XM",MedTeach,Lake Grove Home Care Center 3826,HC
4827,Identify,"$26,179.00",Learning,CareEd,New Harbor SNF Center 3827,SNF
4828,Identify,"$42,389.00","Learning, Regulation Management",CareEd,Lake Ridge Home Health Center 3828,HH
4829,Engage,"$21,593.00","Learning, Assessments",SNFCourse,Lake Haven Home Care Center 3829,HC
4830,Engage,"$57,185.00","Learning, Assessments",SNFCourse,East Point Assisted Living Center 3830,AL
4831,Identify,"$34,390.00",XM,SNFCourse,Oak Harbor Home Care Center 3831,HC
4832,Identify,"$6,935.00","Learning, Policy Management",SNFCourse,Oak Springs Assisted Living Center 3832,AL
4833,Identify,"$59,472.00",Learning,CareEd,North Creek SNF Center 3833,SNF
4834,Engage,"$47,396.00","Learning, XM",SNFCourse,Lake Point Assisted Living Center 3834,AL
4835,Engage,"$77,490.00","Learning, Policy Management",SNFCourse,Pine Point Assisted Living Center 3835,AL
4836,Engage,"$36,722.00",XM,SNFCourse,Lake View SNF Center 3836,SNF
4837,Identify,"$68,408.00",Policy Management,SNFCourse,Lake Ridge Assisted Living Center 3837,AL
4838,Identify,"$61,810.00","Learning, Assessments",CareEd,Lake View Assisted Living Center 3838,AL
4839,Engage,"$26,459.00","Learning, Regulation Management, Compliance, XM",MedTeach,North Heights Home Health Center 3839,HH
4840,Identify,"$43,674.00","Learning, Assessments",CareEd,New Harbor SNF Center 3840,SNF
4841,Engage,"$79,790.00","Learning, Policy Management",CareEd,River Harbor Home Health Center 3841,HH
4842,Identify,"$28,937.00",Policy Management,SNFCourse,South Creek Home Care Center 3842,HC
4843,Closed Lost,"$34,812.00","Learning, Policy Management",InsightsAct,North Valley Home Care Center 3843,HC
4844,Closed Won,"$70,977.00",XM,InsightsAct,Lake Valley Assisted Living Center 3844,AL
4845,Closed Lost,"$59,641.00","Learning, Regulation Management, Compliance, XM",SNFCourse,New Springs Home Health Center 3845,HH
4846,Closed Lost,"$42,964.00","Learning, XM",InsightsAct,River Springs SNF Center 3846,SNF
4847,Prove,"$7,191.00","Learning, Regulation Management, Compliance, XM",CareEd,East Springs Home Care Center 3847,HC
4848,Prove,"$8,999.00",XM,CareEd,South Heights Assisted Living Center 3848,AL
4849,Prove,"$1,672.00","Learning, Policy Management",InsightsAct,East Heights Home Care Center 3849,HC
4850,Identify,"$27,415.00",XM,CareEd,East Valley Assisted Living Center 3850,AL
4851,Identify,"$19,112.00",Learning,CareEd,West Springs Home Health Center 3851,HH
4852,Identify,"$5,847.00","Learning, XM",CareEd,New Point Home Health Center 3852,HH
4853,Closed Lost,"$77,059.00",Learning,MedTeach,Lake Harbor Home Health Center 3853,HH
4854,Prove,"$33,940.00",Policy Management,SNFCourse,East Valley Home Care Center 3854,HC
4855,Closed Won,"$2,664.00","Learning, Regulation Management, Compliance, XM",CareEd,North Point Assisted Living Center 3855,AL
4856,Prove,"$11,071.00",XM,InsightsAct,Lake Grove Home Health Center 3856,HH
4857,Engage,"$67,202.00","Learning, XM",SNFCourse,West View SNF Center 3857,SNF
4858,Prove,"$45,633.00","Learning, XM",SNFCourse,South Point Assisted Living Center 3858,AL
4859,Engage,"$43,039.00","Learning, Policy Management",CareEd,River Haven Assisted Living Center 3859,AL
4860,Closed Won,"$17,117.00","Learning, Assessments",SNFCourse,Oak Grove Home Health Center 3860,HH
4861,Engage,"$37,962.00","Learning, Policy Management",CareEd,Oak Heights Home Health Center 3861,HH
4862,Prove,"$44,197.00","Learning, Policy Management",MedTeach,Lake Haven Home Health Center 3862,HH
4863,Identify,"$53,337.00","Learning, XM",InsightsAct,Oak Heights Home Care Center 3863,HC
4864,Engage,"$19,852.00",Learning,InsightsAct,South Ridge SNF Center 3864,SNF
4865,Identify,"$59,917.00",Learning,MedTeach,New Harbor SNF Center 3865,SNF
4866,Engage,"$2,006.00",XM,SNFCourse,New Springs Home Care Center 3866,HC
4867,Identify,"$52,795.00","Learning, Policy Management",MedTeach,Lake Haven Home Health Center 3867,HH
4868,Identify,"$76,978.00","Learning, Regulation Management, Compliance, XM",CareEd,River Valley Home Health Center 3868,HH
4869,Closed Won,"$11,640.00","Learning, Policy Management",MedTeach,River Grove Home Health Center 3869,HH
4870,Closed Lost,"$76,411.00","Learning, XM",InsightsAct,Lake Grove Assisted Living Center 3870,AL
4871,Engage,"$31,322.00",Policy Management,MedTeach,West Valley SNF Center 3871,SNF
4872,Identify,"$78,801.00","Compliance, XM",MedTeach,South Grove Home Care Center 3872,HC
4873,Engage,"$66,692.00","Learning, Regulation Management, Compliance, XM",InsightsAct,North Creek Assisted Living Center 3873,AL
4874,Prove,"$66,824.00","Learning, Assessments",InsightsAct,South Heights Assisted Living Center 3874,AL
4875,Closed Won,"$21,062.00","Learning, XM",SNFCourse,North Springs Home Care Center 3875,HC
4876,Prove,"$2,204.00",XM,InsightsAct,South Heights Assisted Living Center 3876,AL
4877,Engage,"$10,083.00","Learning, Regulation Management, Compliance, XM",SNFCourse,Grand Heights Home Care Center 3877,HC
4878,Identify,"$2,777.00",Policy Management,CareEd,Oak Ridge Assisted Living Center 3878,AL
4879,Identify,"$78,645.00","Learning, Assessments",CareEd,Grand Point SNF Center 3879,SNF
4880,Identify,"$40,737.00","Learning, XM",MedTeach,River Valley Home Health Center 3880,HH
4881,Prove,"$48,893.00","Learning, Regulation Management",SNFCourse,Pine View Home Care Center 3881,HC
4882,Identify,"$3,270.00","Learning, Policy Management",MedTeach,West View Home Health Center 3882,HH
4883,Identify,"$39,722.00","Learning, XM",CareEd,Grand Springs Home Health Center 3883,HH
4884,Engage,"$51,493.00",Learning,SNFCourse,South Ridge SNF Center 3884,SNF
4885,Prove,"$31,881.00","Learning, Policy Management",InsightsAct,West Harbor Home Health Center 3885,HH
4886,Identify,"$71,762.00",Learning,MedTeach,East Valley Assisted Living Center 3886,AL
4887,Identify,"$58,027.00",XM,MedTeach,New Springs Home Care Center 3887,HC
4888,Prove,"$57,985.00",Learning,CareEd,New Creek Home Health Center 3888,HH
4889,Negotiate,"$2,038.00","Compliance, XM",CareEd,Lake Point Home Care Center 3889,HC
4890,Identify,"$27,219.00",Learning,InsightsAct,Lake Harbor Home Health Center 3890,HH
4891,Prove,"$51,765.00","Learning, Regulation Management",MedTeach,South Harbor Assisted Living Center 3891,AL
4892,Identify,"$12,327.00","Learning, Policy Management",MedTeach,River Harbor Assisted Living Center 3892,AL
4893,Prove,"$3,855.00","Learning, Policy Management",SNFCourse,New Creek SNF Center 3893,SNF
4894,Identify,"$32,078.00","Learning, XM",CareEd,River Ridge Home Care Center 3894,HC
4895,Prove,"$58,428.00","Learning, Policy Management",CareEd,Lake Valley Home Health Center 3895,HH
4896,Engage,"$24,989.00",Learning,SNFCourse,East Creek Home Care Center 3896,HC
4897,Identify,"$28,807.00","Learning, Policy Management",InsightsAct,East Grove SNF Center 3897,SNF
4898,Prove,"$27,894.00",Learning,MedTeach,Oak Valley Home Health Center 3898,HH
4899,Closed Lost,"$37,405.00","Compliance, XM",MedTeach,River Creek Assisted Living Center 3899,AL
4900,Closed Lost,"$18,431.00",Learning,InsightsAct,North Ridge Home Health Center 3900,HH
4901,Closed Lost,"$28,076.00",Learning,InsightsAct,River Point Assisted Living Center 3901,AL
4902,Negotiate,"$78,858.00","Compliance, XM",MedTeach,East Creek Home Health Center 3902,HH
4903,Closed Lost,"$58,133.00",Learning,InsightsAct,Lake Valley Assisted Living Center 3903,AL
4904,Engage,"$69,751.00",Policy Management,CareEd,Oak Ridge Home Health Center 3904,HH
4905,Identify,"$83,392.00",Policy Management,SNFCourse,West Haven SNF Center 3905,SNF
4906,Identify,"$34,670.00",Policy Management,SNFCourse,Pine Grove SNF Center 3906,SNF
4907,Closed Lost,"$5,018.00",Learning,SNFCourse,Oak Haven SNF Center 3907,SNF
4908,Identify,"$6,933.00","Learning, XM",SNFCourse,Lake Heights Home Health Center 3908,HH
4909,Negotiate,"$42,564.00",XM,MedTeach,Pine Ridge Home Care Center 3909,HC
4910,Closed Won,"$82,543.00","Learning, Regulation Management, Compliance, XM",SNFCourse,South Ridge SNF Center 3910,SNF
4911,Negotiate,"$3,862.00","Learning, Regulation Management, Compliance, XM",CareEd,New Grove SNF Center 3911,SNF
4912,Negotiate,"$3,544.00","Learning, XM",CareEd,Lake Creek Home Care Center 3912,HC
4913,Identify,"$73,280.00","Learning, XM",MedTeach,East Point Home Care Center 3913,HC
4914,Closed Won,"$50,861.00","Learning, XM",CareEd,Pine View Home Health Center 3914,HH
4915,Identify,"$65,681.00","Learning, Policy Management",MedTeach,West Harbor Assisted Living Center 3915,AL
4916,Prove,"$25,035.00",Learning,SNFCourse,Oak Heights SNF Center 3916,SNF
4917,Engage,"$4,592.00","Compliance, XM",SNFCourse,River Grove Home Health Center 3917,HH
4918,Identify,"$16,690.00","Learning, Regulation Management, Compliance, XM",CareEd,Grand Grove Home Health Center 3918,HH
4919,Engage,"$17,457.00",Learning,SNFCourse,Lake Valley Assisted Living Center 3919,AL
4920,Closed Won,"$31,512.00",Learning,CareEd,Grand Harbor Home Health Center 3920,HH
